Datetime,工學院綜合大樓,思亮館,一號館2F,電機一館,心理系北館,-漁業生物實驗室-,-原分所-,一號館1F(戲劇系),一號館3F,三號館,全球變遷中心,小福樓,新數學研究中心,-電子顯微鏡館-,人類學博物館,土木館,數學館,漁業陳列館,-推廣中心-,動物標本館,植物溫室,積學館,應用力學研究大樓,凝態物理科學館,普通大樓,一號館,博雅館,化學工程館,樂學館,心理南研究大樓,農業陳列館,物理系液氮機室,生化所,貴儀中心氦液化機用電,植物標本館,-新生大樓-,化學館,化學館(不含貴儀中心氦液化機用電),海洋研究所,-城鄉所-
2026-01-01 00:00:00,149.56,36.37,19.63,54.66,25.0,0.0,304.25,2.94,54.33,54.25,73.88,1.75,0.81,6.52,88.91,26.44,0.7,1.25,,1.19,3.2,281.79,106.22,597.76,8.73,76.9,23.43,72.69,4.71,6.06,1.75,0.09,66.4,1.0,2.53,10.97,220.37,219.37,101.2,
2026-01-01 01:00:00,148.37,35.04,19.13,54.78,24.88,0.0,309.68,3.0,55.03,53.82,74.18,1.75,0.81,6.71,85.39,26.25,0.7,1.3,,1.09,3.26,281.29,104.09,594.95,8.94,77.16,22.25,72.63,5.26,5.75,1.81,0.1,67.28,1.06,2.85,10.87,218.77,217.71,97.39,
2026-01-01 02:00:00,146.5,34.93,19.3,54.87,24.62,0.0,308.19,3.0,55.2,53.25,72.8,1.72,0.82,6.33,88.45,24.56,0.72,1.29,,1.05,3.2,278.72,101.85,592.3,10.01,77.5,22.31,72.06,4.9,4.44,1.75,0.1,66.0,1.32,3.09,10.63,221.22,219.9,99.26,
2026-01-01 03:00:00,145.07,35.37,17.88,54.19,23.63,0.0,302.19,2.88,54.46,54.41,71.96,1.75,0.81,6.65,87.98,23.25,0.71,1.3,,1.08,3.45,279.18,100.72,582.69,9.21,75.22,22.5,71.31,4.51,4.37,1.75,0.1,63.72,1.0,2.9,10.34,220.07,219.07,96.92,
2026-01-01 04:00:00,147.0,34.94,18.25,54.41,24.0,0.0,300.31,2.93,54.73,53.58,73.49,1.72,0.81,6.37,82.03,23.25,0.71,1.22,,1.05,3.51,276.82,101.43,584.31,9.84,75.91,22.64,72.38,4.5,4.31,1.56,0.1,65.72,3.31,2.88,10.41,220.95,217.64,99.32,
2026-01-01 05:00:00,145.18,35.47,18.26,54.44,23.62,0.0,301.81,2.88,55.11,53.63,72.67,1.75,0.81,6.37,82.76,22.13,0.72,1.32,,0.99,3.76,278.29,99.63,588.52,10.18,76.25,24.3,70.5,4.5,4.25,1.69,0.11,65.22,1.25,2.85,10.53,219.02,217.77,95.33,
2026-01-01 06:00:00,145.07,35.66,18.93,55.12,23.69,0.0,294.85,2.91,55.33,53.69,71.1,1.5,0.82,6.36,73.87,22.06,0.71,1.37,,0.97,4.19,276.6,101.41,581.24,10.35,77.17,24.19,70.43,3.87,4.13,1.63,0.09,64.25,1.0,2.69,10.34,221.19,220.19,91.77,
2026-01-01 07:00:00,146.37,34.53,18.25,54.91,23.81,0.0,293.12,2.59,55.57,53.85,70.51,1.4,0.81,6.36,82.39,22.0,0.7,1.28,,0.99,4.19,276.64,98.81,582.29,10.28,76.41,25.0,69.88,3.47,4.19,1.87,0.06,63.78,1.06,2.84,9.28,217.76,216.7,90.43,
2026-01-01 08:00:00,146.19,34.12,19.56,53.34,45.25,0.0,293.35,2.72,56.51,55.27,72.31,1.41,0.81,6.69,75.69,22.12,0.7,1.31,,0.96,4.2,274.33,98.56,584.38,5.78,78.79,24.31,69.56,3.49,3.87,1.69,0.04,64.84,1.25,2.93,9.0,222.19,220.94,89.17,
2026-01-01 09:00:00,147.44,34.25,20.25,54.41,40.63,0.0,288.06,2.84,60.36,55.7,72.88,1.4,0.81,6.59,83.07,21.94,0.7,1.3,,0.99,4.2,278.73,100.34,584.8,4.56,83.45,22.5,71.63,3.21,3.88,1.75,0.04,65.38,1.0,3.04,9.25,219.16,218.16,90.08,
2026-01-01 10:00:00,145.18,33.69,20.37,54.06,41.37,0.0,288.12,2.69,59.04,56.19,72.67,1.41,0.75,8.89,87.06,22.31,0.69,1.31,,1.0,3.19,279.22,99.44,593.78,4.1,82.1,22.7,73.43,3.15,4.12,1.56,0.03,66.31,1.06,3.12,8.88,218.91,217.85,89.95,
2026-01-01 11:00:00,148.19,34.0,20.39,54.81,42.19,0.0,286.07,2.91,58.28,58.52,71.25,1.41,0.82,9.34,87.04,22.75,0.7,1.25,,0.93,3.38,285.39,98.5,597.7,4.59,81.58,22.24,73.13,3.12,4.19,1.69,0.04,69.03,3.57,3.15,8.78,227.61,224.04,90.28,
2026-01-01 12:00:00,147.19,33.91,20.68,55.63,41.63,0.0,293.18,2.74,58.84,58.63,72.89,1.37,0.81,9.53,85.75,23.57,0.69,1.33,,0.96,3.26,284.68,99.06,593.99,3.8,82.26,22.38,73.56,3.25,4.31,1.75,0.03,70.57,1.0,3.23,9.0,226.56,225.56,90.99,
2026-01-01 13:00:00,152.37,34.43,20.51,53.97,41.75,0.0,294.75,2.82,61.44,57.51,72.77,1.44,0.75,8.97,83.2,23.93,0.7,1.35,,1.03,3.37,287.38,102.25,595.28,5.78,84.77,23.25,73.06,3.31,4.31,1.63,0.03,71.59,1.0,3.06,9.03,228.46,227.46,91.52,
2026-01-01 14:00:00,154.32,34.26,20.49,55.25,42.62,0.0,297.28,2.75,59.31,59.54,73.07,1.44,0.81,9.67,88.57,23.88,0.7,1.21,,0.97,3.45,289.39,102.22,600.28,5.58,82.55,24.74,73.32,3.53,3.94,1.56,0.04,70.25,1.25,3.03,8.84,231.03,229.78,91.52,
2026-01-01 15:00:00,153.5,35.18,20.87,55.43,42.69,0.0,296.32,2.9,58.19,64.27,71.39,1.4,0.81,9.83,82.2,23.94,0.7,1.44,,1.05,3.44,291.89,102.47,599.74,8.93,81.96,25.0,74.25,4.02,3.81,1.69,0.04,70.84,1.06,2.72,8.53,236.93,235.87,93.36,
2026-01-01 16:00:00,152.56,34.81,20.47,54.85,42.31,0.0,299.34,2.91,57.93,62.11,71.77,1.44,0.82,9.74,81.98,24.81,0.69,1.3,,1.12,3.45,290.62,106.22,601.1,10.41,81.31,24.95,73.87,4.37,4.0,1.81,0.05,71.19,0.87,2.94,8.69,236.53,235.66,90.75,
2026-01-01 17:00:00,148.87,35.31,20.95,57.03,41.88,0.0,291.56,3.22,57.9,59.85,71.3,1.5,0.75,9.89,76.24,25.44,0.7,1.18,,1.52,3.75,293.76,106.53,598.47,9.19,82.07,25.62,72.5,4.87,4.25,1.8,0.07,68.47,1.25,2.65,9.5,234.99,233.74,90.9,
2026-01-01 18:00:00,149.13,35.22,20.49,55.25,42.62,0.0,289.57,3.22,57.46,57.46,71.21,1.66,0.81,9.91,77.8,24.87,0.69,1.28,,1.21,3.51,292.18,104.1,590.08,8.0,81.17,25.13,71.63,4.46,4.13,1.75,0.06,67.16,3.44,2.47,10.22,237.31,233.87,91.16,
2026-01-01 19:00:00,144.44,34.41,20.44,55.37,42.06,0.0,286.31,3.0,56.42,58.01,72.18,1.65,0.75,8.42,77.03,24.44,0.69,1.28,,1.44,3.12,292.2,103.56,592.42,8.0,79.86,24.36,70.93,4.26,4.25,1.94,0.08,64.87,0.75,2.57,10.16,232.15,231.4,90.73,
2026-01-01 20:00:00,145.68,34.78,19.62,54.97,40.32,0.0,287.78,2.91,58.11,57.35,72.51,1.66,0.81,7.19,79.4,25.25,0.7,1.15,,1.18,3.13,291.44,103.31,592.55,7.76,80.64,22.89,69.75,3.79,4.0,1.81,0.07,66.44,1.25,2.22,9.72,231.37,230.12,91.55,
2026-01-01 21:00:00,144.82,35.47,19.69,55.35,26.43,0.0,290.78,2.84,55.07,56.71,72.59,1.69,0.81,7.31,74.98,24.81,0.69,1.37,,1.12,3.12,289.29,101.06,589.97,7.91,77.6,22.31,69.13,4.01,4.12,1.88,0.08,64.22,1.25,2.05,9.46,224.99,223.74,91.19,
2026-01-01 22:00:00,142.87,34.62,19.12,55.06,24.82,0.0,291.09,3.09,54.61,56.9,69.04,2.93,0.82,7.07,84.32,23.75,0.7,1.09,,1.46,3.2,282.84,101.97,593.0,8.2,76.82,22.31,69.5,4.18,4.13,2.75,0.09,64.81,0.81,1.98,9.82,219.78,218.97,91.21,
2026-01-01 23:00:00,143.25,33.73,19.57,53.84,24.12,0.0,288.63,2.98,55.21,55.75,71.07,1.69,0.75,6.52,84.65,24.31,0.71,1.03,,1.05,3.2,276.63,100.69,581.66,8.59,77.76,22.63,68.62,3.9,4.12,2.13,0.09,63.31,0.88,2.12,10.34,222.26,221.38,89.52,
2026-01-02 00:00:00,143.19,34.49,19.31,54.35,24.25,0.0,287.53,2.93,54.15,54.52,71.21,1.72,0.81,6.3,79.7,23.82,0.7,1.3,,1.07,3.18,275.09,102.0,578.63,8.75,76.39,22.75,67.75,3.71,4.07,1.81,0.1,63.91,1.31,2.25,10.38,215.71,214.4,89.02,
2026-01-02 01:00:00,144.75,34.85,18.25,54.65,24.0,0.0,289.88,2.82,53.57,53.99,70.56,1.72,0.81,6.31,78.22,23.43,0.72,1.22,,0.98,3.2,272.02,100.66,585.15,9.64,74.64,22.5,67.82,3.19,4.06,1.75,0.1,63.22,1.13,2.03,10.59,214.27,213.14,91.55,
2026-01-02 02:00:00,144.31,34.87,18.87,53.63,24.06,0.0,289.06,2.74,54.37,54.07,68.42,1.72,0.88,6.11,78.32,23.13,0.71,1.01,,1.0,3.19,268.15,100.46,583.03,10.19,75.98,22.48,68.18,2.92,4.31,1.75,0.11,63.65,3.06,1.94,10.47,216.47,213.41,90.65,
2026-01-02 03:00:00,142.75,35.16,18.63,54.25,23.88,0.0,287.4,2.76,53.77,53.33,68.92,1.75,0.81,6.35,79.21,23.25,0.71,1.12,,0.96,3.38,266.66,100.07,580.0,9.74,75.16,23.08,67.57,3.55,4.19,1.62,0.1,62.6,1.06,2.1,10.81,213.12,212.06,90.11,
2026-01-02 04:00:00,143.13,34.66,18.63,53.25,23.12,0.0,285.47,2.77,53.69,52.81,71.05,1.75,0.81,6.07,77.18,22.75,0.72,1.32,,0.93,3.5,266.24,99.78,581.59,10.29,75.09,22.5,67.43,3.27,4.12,1.69,0.05,63.47,1.25,2.3,10.47,215.76,214.51,90.61,
2026-01-02 05:00:00,143.18,36.34,18.81,54.03,23.94,0.0,286.1,2.75,54.03,52.2,69.43,1.72,0.81,6.3,79.31,22.69,0.71,1.05,,0.93,3.83,266.32,100.4,574.42,10.3,75.59,24.06,66.75,3.05,4.13,1.69,0.01,61.71,1.06,2.38,10.66,214.47,213.41,88.97,
2026-01-02 06:00:00,142.25,33.87,18.18,53.94,23.69,0.0,287.87,2.72,53.4,52.23,67.83,1.5,0.82,6.24,76.69,22.81,0.71,1.12,,0.84,4.63,265.45,98.82,572.06,9.49,74.3,35.49,66.88,2.84,4.12,1.62,0.03,63.19,0.75,1.93,10.9,214.01,213.26,86.76,
2026-01-02 07:00:00,147.63,34.76,18.89,52.46,24.0,0.0,291.53,2.66,54.34,51.8,68.08,1.4,0.81,6.46,78.87,24.0,0.85,1.16,,1.01,4.39,266.88,98.18,577.64,13.35,75.89,61.07,66.81,2.92,3.94,1.88,0.07,65.41,1.0,2.13,10.22,218.97,217.97,90.56,
2026-01-02 08:00:00,157.81,41.62,21.3,53.19,43.19,0.0,298.91,3.18,56.74,57.02,70.83,1.41,0.81,9.74,77.24,29.31,1.22,1.0,,1.33,4.43,276.9,108.07,588.94,22.88,81.22,68.0,71.38,3.13,5.56,4.5,0.08,69.87,1.25,2.94,9.59,230.26,229.01,97.03,
2026-01-02 09:00:00,169.94,45.44,22.81,53.53,44.37,0.0,329.59,3.6,58.36,59.89,71.99,1.44,0.75,9.42,76.97,34.44,1.19,1.69,,1.76,4.69,297.0,109.93,608.1,20.83,84.77,67.07,78.62,4.5,6.82,6.19,0.07,72.97,1.0,4.16,10.32,241.31,240.31,101.27,
2026-01-02 10:00:00,175.37,46.19,22.34,54.13,47.5,0.0,339.1,3.78,62.91,64.39,72.97,1.81,0.81,8.77,79.12,35.0,1.2,1.82,,1.79,5.32,312.12,114.91,628.76,20.52,89.03,65.93,81.69,5.19,6.81,6.5,0.07,78.28,3.19,5.28,11.5,250.66,247.47,108.12,
2026-01-02 11:00:00,173.75,47.28,22.38,54.69,47.75,0.0,342.43,4.41,64.16,65.78,72.92,1.47,0.82,9.65,73.11,36.44,0.91,1.58,,1.81,4.38,321.14,115.34,639.64,17.98,90.95,66.68,87.81,6.53,7.19,6.06,0.1,83.22,1.06,4.87,9.81,252.51,251.45,110.96,
2026-01-02 12:00:00,176.75,47.03,22.19,53.81,47.19,0.0,340.88,4.31,63.9,65.32,75.35,1.06,0.75,9.92,79.72,35.43,0.69,1.24,,1.82,4.38,330.04,119.5,639.7,18.19,90.4,63.75,90.44,6.46,6.93,5.44,0.05,80.56,1.25,3.81,9.69,254.77,253.52,110.08,
2026-01-02 13:00:00,189.07,47.22,23.0,54.34,49.19,0.0,341.37,4.82,61.43,65.56,76.18,1.25,0.81,10.27,73.78,35.25,0.68,1.72,,2.23,4.38,328.1,123.63,642.6,22.0,89.25,64.32,97.69,7.12,6.44,6.0,0.03,79.5,0.94,4.44,9.65,258.79,257.85,112.38,
2026-01-02 14:00:00,188.0,48.27,23.94,54.1,50.62,0.0,347.57,4.83,64.4,68.67,75.4,0.38,0.81,9.59,78.9,37.25,0.69,1.83,,1.78,4.69,332.67,125.78,654.1,95.64,93.17,67.45,99.06,5.83,7.06,6.56,0.03,81.29,2.88,4.44,9.0,264.38,261.5,111.82,
2026-01-02 15:00:00,181.87,47.17,23.43,54.15,49.81,0.0,339.56,4.5,61.95,68.88,76.69,0.0,0.81,10.33,74.54,37.0,0.8,1.7,,1.88,4.43,338.21,127.59,670.31,76.17,89.88,67.73,101.25,6.34,7.88,6.44,0.04,79.18,2.18,4.41,9.35,266.98,264.8,113.1,
2026-01-02 16:00:00,171.44,46.37,24.5,54.72,50.25,0.0,334.59,4.29,61.39,74.16,77.28,0.0,0.82,10.02,78.6,37.38,0.62,1.7,31.25,2.0,3.89,334.05,129.29,676.14,70.37,90.18,67.76,94.0,6.29,8.75,6.62,0.06,79.57,0.75,3.28,9.47,262.13,261.38,111.68,4.78
2026-01-02 17:00:00,160.37,40.25,24.0,53.72,50.63,0.0,322.53,3.96,60.08,69.64,72.89,0.0,0.75,8.95,77.64,34.87,0.59,1.51,37.22,2.71,3.87,322.5,120.68,659.1,13.11,88.04,61.44,83.87,5.34,6.81,4.0,0.08,74.37,0.75,2.74,9.75,256.54,255.79,107.17,4.86
2026-01-02 18:00:00,148.63,38.0,22.81,52.81,47.81,0.0,306.04,3.44,63.29,65.84,71.02,0.0,0.81,6.9,73.94,30.88,0.59,0.91,38.09,2.71,3.63,310.51,112.53,647.75,7.84,89.54,45.18,79.25,5.13,5.75,3.81,0.08,68.94,0.75,2.51,9.96,247.72,246.97,100.3,5.06
2026-01-02 19:00:00,146.37,37.0,21.82,51.88,42.56,0.0,298.31,3.03,57.87,62.11,69.48,0.0,0.81,7.28,73.97,28.75,0.6,1.04,36.58,2.78,3.25,307.6,110.29,619.9,7.96,82.72,41.26,74.82,3.32,6.06,3.19,0.07,66.03,0.75,2.34,9.6,240.01,239.26,95.27,3.75
2026-01-02 20:00:00,143.32,36.59,21.3,52.97,34.25,0.0,293.97,2.97,52.91,57.44,67.97,0.0,0.75,6.85,77.89,27.19,0.6,0.93,31.64,2.42,3.31,299.47,111.4,596.37,7.51,77.18,29.75,73.37,3.07,4.69,2.87,0.08,65.47,0.75,2.31,9.44,238.27,237.52,93.16,3.89
2026-01-02 21:00:00,145.18,35.88,22.07,52.65,26.0,0.0,288.62,3.03,54.01,56.63,66.46,0.0,0.81,6.83,76.08,25.31,0.59,0.9,26.12,2.42,3.19,287.96,106.47,584.16,7.54,79.11,21.68,73.88,3.37,4.88,1.76,0.08,64.4,3.13,2.32,9.75,233.18,230.05,92.41,4.38
2026-01-02 22:00:00,139.57,34.81,21.19,52.06,25.57,0.0,287.88,3.41,54.09,54.52,66.2,0.0,0.82,6.8,55.63,24.94,0.6,0.92,13.96,2.45,3.12,279.75,103.31,576.92,7.77,78.69,21.31,71.25,3.3,4.75,1.75,0.09,64.57,0.75,2.18,9.81,219.31,218.56,94.52,5.31
2026-01-02 23:00:00,136.75,33.94,19.56,52.1,25.5,0.0,282.65,3.1,53.4,53.11,65.28,0.0,0.81,6.92,55.63,23.5,0.6,0.9,9.5,2.37,3.13,272.47,103.22,578.44,7.4,76.06,21.07,70.68,3.3,4.5,1.68,0.08,62.59,0.75,2.28,10.25,218.28,217.53,93.38,2.52
2026-01-03 00:00:00,135.5,34.75,18.32,51.97,24.43,0.0,287.82,3.02,53.34,51.34,67.78,0.0,0.81,6.53,59.29,23.37,0.6,0.83,8.96,1.93,3.19,265.75,103.0,571.62,7.98,74.68,20.92,69.94,3.48,4.18,1.63,0.1,60.72,0.75,2.51,10.22,212.27,211.52,89.74,1.9
2026-01-03 01:00:00,134.68,34.81,18.24,52.93,23.38,0.0,285.15,2.82,53.33,50.79,66.24,0.0,0.81,5.99,57.28,22.81,0.6,0.94,8.75,1.96,3.12,265.0,100.94,570.22,8.11,74.39,20.51,69.75,3.95,4.25,1.69,0.09,61.84,0.75,2.34,10.12,214.74,213.99,87.8,2.02
2026-01-03 02:00:00,134.0,33.81,17.87,52.04,23.75,0.0,283.75,2.74,53.78,51.4,65.86,0.0,0.82,5.93,55.64,22.5,0.61,0.82,8.76,2.06,3.19,264.88,99.66,570.59,9.49,74.39,20.76,69.81,4.01,4.32,1.62,0.11,60.94,1.06,2.44,10.13,209.83,208.77,90.95,1.95
2026-01-03 03:00:00,134.63,34.32,18.19,52.21,23.31,0.0,285.88,2.79,53.57,50.77,65.95,0.0,0.81,5.97,60.09,22.63,0.62,0.83,9.37,1.92,3.31,265.44,99.34,570.72,8.98,74.55,21.0,70.19,4.51,4.18,1.69,0.1,60.94,1.25,2.65,10.5,213.78,212.53,88.58,1.93
2026-01-03 04:00:00,135.12,33.81,18.47,57.5,23.5,0.0,283.12,2.69,53.58,51.45,66.39,0.0,0.81,5.84,56.41,22.31,0.61,0.79,9.84,1.91,3.56,264.75,98.53,569.95,9.61,74.74,21.3,69.63,3.14,4.19,1.63,0.11,61.44,3.25,2.5,10.59,215.4,212.15,90.14,1.94
2026-01-03 05:00:00,134.0,34.66,18.76,52.04,23.69,0.0,283.72,2.68,54.66,50.59,65.92,0.0,0.81,6.06,58.82,22.25,0.61,0.85,12.36,1.3,3.69,264.49,99.19,567.93,8.98,76.1,22.13,69.06,2.96,4.31,1.62,0.09,60.78,0.75,2.59,10.56,220.58,219.83,88.64,1.91
2026-01-03 06:00:00,133.13,33.75,18.11,52.78,23.31,0.0,280.63,2.63,54.95,51.64,65.98,0.0,0.82,5.83,60.65,22.69,0.61,0.68,10.9,0.88,4.13,265.11,97.15,566.71,9.69,75.69,24.25,69.87,2.78,4.19,1.63,0.06,60.12,0.75,2.51,10.44,214.05,213.3,87.18,1.66
2026-01-03 07:00:00,133.06,34.06,18.32,52.15,23.44,0.0,280.9,2.56,55.48,51.91,65.94,0.0,0.81,5.9,54.2,22.75,0.61,0.8,15.23,1.08,4.12,265.64,95.85,567.13,7.59,76.36,25.0,69.0,2.68,4.06,1.5,0.05,59.81,0.75,2.49,9.34,214.37,213.62,88.93,1.64
2026-01-03 08:00:00,134.0,33.13,19.25,53.38,24.94,0.0,277.81,2.59,55.32,53.39,67.11,0.0,0.81,7.09,58.78,22.37,0.6,0.82,40.75,1.19,3.5,265.84,97.4,569.85,3.73,77.16,24.81,69.44,2.57,5.25,1.5,0.06,61.16,0.75,2.79,9.22,211.21,210.46,88.36,1.66
2026-01-03 09:00:00,136.19,33.9,20.56,52.37,42.62,0.0,280.85,2.54,55.98,53.83,67.25,0.0,0.81,7.29,61.16,22.82,0.59,0.92,49.0,1.23,3.06,265.85,98.0,569.43,3.74,79.08,23.69,69.94,2.5,5.0,1.5,0.05,60.91,0.75,3.31,10.07,211.11,210.36,88.44,1.65
2026-01-03 10:00:00,138.31,34.59,20.63,52.97,36.25,0.0,278.84,3.12,57.63,54.39,65.72,0.0,0.75,8.49,58.64,23.31,0.6,0.81,49.0,1.24,3.25,269.28,102.13,577.31,4.56,81.38,28.7,71.75,2.98,5.07,,0.06,61.84,0.75,4.16,12.21,215.46,214.71,88.29,1.64
2026-01-03 11:00:00,143.25,34.31,20.88,53.91,41.0,0.0,280.03,3.04,58.92,54.9,68.03,0.0,0.82,8.78,57.26,23.94,0.6,1.05,49.03,1.36,3.19,274.07,101.62,585.22,14.2,82.84,40.17,72.06,3.61,5.0,,0.06,63.38,0.75,4.34,14.13,215.07,214.32,88.56,1.56
2026-01-03 12:00:00,143.75,34.66,20.36,52.78,37.44,0.0,282.63,3.15,58.5,55.86,68.91,0.0,0.81,9.64,61.49,24.06,0.6,0.91,49.71,1.24,3.25,281.15,99.16,594.07,31.13,82.01,42.32,71.56,3.08,5.12,,0.04,64.25,3.06,3.78,24.03,218.09,215.03,91.15,1.66
2026-01-03 13:00:00,146.13,35.43,20.0,53.94,38.56,0.0,282.62,2.69,58.09,57.68,68.82,0.0,0.81,9.39,59.84,25.12,0.6,0.96,50.65,1.07,3.13,285.19,101.22,594.85,33.44,80.78,43.74,72.5,3.4,5.5,,0.06,61.81,0.75,4.03,37.03,217.72,216.97,95.12,1.9
2026-01-03 14:00:00,144.87,34.35,20.81,54.37,38.44,0.0,282.66,2.78,56.29,61.56,70.05,0.0,0.75,9.42,57.78,25.5,0.6,0.91,50.82,1.02,3.43,284.94,104.62,605.45,30.46,79.88,45.39,73.57,3.82,5.94,,0.05,61.69,0.75,4.09,31.72,216.72,215.97,96.45,2.32
2026-01-03 15:00:00,145.69,33.88,21.11,53.03,40.37,0.0,282.44,2.68,61.84,61.98,69.22,0.0,0.81,10.9,62.61,26.32,0.6,1.07,50.97,0.99,3.57,286.17,107.19,600.67,20.31,85.63,48.86,73.25,4.25,6.06,,0.04,63.78,0.82,4.23,25.94,222.77,221.95,97.34,2.41
2026-01-03 16:00:00,147.12,34.59,20.07,53.66,38.19,0.0,285.06,2.78,58.17,60.66,68.6,0.0,0.82,9.61,54.99,25.75,0.6,0.92,46.91,1.02,3.81,281.55,109.03,598.76,7.49,81.02,43.63,72.37,4.34,5.44,,,64.65,1.25,2.94,11.9,226.55,225.3,96.09,2.55
2026-01-03 17:00:00,142.69,34.53,20.56,53.03,42.56,0.0,280.31,3.26,58.38,58.82,67.66,0.0,0.81,9.23,60.76,26.18,0.59,0.76,41.62,1.22,3.87,280.06,108.97,591.97,9.08,82.2,27.06,72.63,4.53,4.87,,,64.94,1.18,2.81,15.44,223.53,222.35,91.31,3.26
2026-01-03 18:00:00,142.44,33.66,21.68,54.03,37.69,0.0,281.19,3.12,57.2,57.99,69.91,0.0,0.75,7.48,59.67,24.69,0.59,0.85,21.74,1.21,3.57,277.12,103.94,590.11,7.44,82.0,26.32,71.75,3.34,4.5,,,62.72,2.19,2.68,11.72,221.29,219.1,88.37,3.35
2026-01-03 19:00:00,142.25,33.4,22.32,53.41,42.06,0.0,282.34,2.97,56.07,57.18,68.07,0.0,0.81,5.66,54.89,24.56,0.6,0.88,13.86,1.47,3.18,275.1,105.84,591.88,7.44,81.36,25.62,71.37,3.32,4.32,,,61.81,1.63,2.47,11.75,219.11,217.48,88.61,3.76
2026-01-03 20:00:00,142.44,35.35,20.62,52.59,27.32,0.0,278.85,3.07,53.01,56.62,68.84,0.0,0.81,5.51,58.69,24.0,0.59,0.84,13.97,1.16,3.13,270.77,103.32,600.05,7.43,76.7,24.32,71.06,3.76,4.31,,,62.44,0.75,2.44,11.56,221.64,220.89,88.92,4.06
2026-01-03 21:00:00,140.81,36.59,19.94,53.41,26.18,0.0,276.09,3.3,52.99,54.91,67.41,0.0,0.75,5.66,59.73,23.82,0.6,0.79,14.37,1.16,3.12,269.95,101.56,598.66,7.33,76.23,22.86,71.5,3.62,4.37,,,60.78,0.81,2.34,11.75,220.05,219.24,88.89,4.69
2026-01-03 22:00:00,138.19,34.22,19.25,53.28,25.25,0.0,278.28,3.26,53.08,53.1,67.1,0.0,0.82,5.62,54.57,23.56,0.59,0.87,12.75,1.01,3.19,269.5,100.72,596.22,7.29,75.59,21.7,71.07,3.82,4.32,,,60.63,1.25,2.34,11.66,219.75,218.5,87.41,4.79
2026-01-03 23:00:00,135.93,34.16,18.63,53.34,25.57,0.0,273.5,3.06,53.77,52.53,66.98,0.0,0.81,5.73,60.72,23.94,0.6,0.76,9.92,1.06,3.13,265.33,99.5,590.49,7.54,75.46,22.18,70.81,4.11,4.37,,,60.9,1.12,2.42,12.03,217.7,216.58,88.89,4.62
2026-01-04 00:00:00,136.94,34.84,18.37,53.57,25.25,0.0,273.75,2.78,55.19,50.42,69.78,0.0,0.81,5.53,57.33,24.0,0.61,0.88,9.31,1.11,3.18,267.26,100.37,577.88,7.86,76.34,22.63,69.81,4.0,5.69,,,61.69,0.75,2.77,12.84,218.46,217.71,86.82,3.79
2026-01-04 01:00:00,136.81,34.85,18.25,52.81,25.0,0.0,278.16,2.87,53.88,50.61,67.61,0.0,0.81,6.24,58.48,24.37,0.61,0.74,9.06,1.07,3.19,264.54,101.1,589.4,8.5,75.0,21.12,69.38,3.45,5.12,,,60.34,0.94,2.6,12.63,214.25,213.31,88.11,3.7
2026-01-04 02:00:00,134.88,34.49,19.06,53.65,25.0,0.0,276.56,2.78,53.99,49.94,67.63,0.0,0.82,6.15,58.01,23.13,0.61,0.86,9.22,1.02,3.19,262.4,98.65,579.08,9.76,75.83,21.57,69.12,3.54,4.25,,,60.72,3.13,2.59,13.25,214.53,211.4,88.59,3.65
2026-01-04 03:00:00,136.06,34.69,19.01,53.44,24.68,0.0,279.84,2.76,54.07,51.15,67.74,0.0,0.81,5.51,58.6,23.0,0.62,0.79,9.28,1.01,3.37,261.53,98.35,578.67,9.42,75.84,21.37,69.0,3.78,4.07,,,61.28,1.18,2.66,13.66,215.53,214.35,86.44,3.28
2026-01-04 04:00:00,134.88,34.63,18.3,52.78,24.44,0.0,280.16,2.75,53.85,52.87,67.93,0.0,0.81,5.55,59.34,22.68,0.61,0.8,9.81,1.56,3.5,262.91,97.43,577.08,9.69,74.9,21.56,69.06,3.62,4.0,,,60.03,1.07,2.77,12.53,212.38,211.31,88.51,3.32
2026-01-04 05:00:00,134.37,34.31,18.5,53.97,24.88,0.0,276.06,2.68,54.53,53.42,66.97,0.0,0.81,5.86,57.7,22.63,0.61,0.74,12.16,1.63,3.69,262.55,97.57,577.2,9.26,75.71,22.44,69.38,3.58,4.0,,,60.79,0.75,2.7,12.84,213.34,212.59,84.71,3.18
2026-01-04 06:00:00,133.5,33.66,18.69,52.94,24.06,0.0,275.47,2.76,54.88,52.53,66.84,0.0,0.88,5.76,60.89,22.37,0.62,0.77,10.95,1.42,4.19,262.35,97.78,574.3,10.18,76.33,27.87,69.0,3.4,3.93,,,60.56,0.75,2.59,13.56,213.23,212.48,84.47,2.88
2026-01-04 07:00:00,133.31,34.06,18.81,53.47,24.0,0.0,273.85,2.53,54.57,52.94,66.68,0.0,0.81,5.66,55.82,22.25,0.61,0.88,13.24,1.01,4.12,263.51,95.84,581.84,7.55,75.91,44.7,68.5,3.21,3.82,,,60.84,0.75,2.78,12.97,215.26,214.51,82.98,2.85
2026-01-04 08:00:00,135.13,33.44,19.56,54.44,24.69,0.0,275.56,2.52,55.82,54.0,68.64,0.0,0.75,5.75,59.49,22.44,0.61,0.78,28.6,1.07,3.19,263.71,95.59,579.22,3.55,77.9,46.31,68.69,2.97,3.87,,,62.88,1.0,2.93,16.16,215.75,214.75,86.96,2.09
