Datetime,新數學研究中心,-新生大樓-,生化所,電機一館,化學館,貴儀中心氦液化機用電,化學館(不含貴儀中心氦液化機用電),積學館,博雅館,思亮館,-原分所-,凝態物理科學館,心理南研究大樓,心理系北館,應用力學研究大樓,工學院綜合大樓,全球變遷中心,海洋研究所,普通大樓,小福樓,化學工程館,土木館,農業陳列館,人類學博物館,樂學館,三號館,-電子顯微鏡館-,物理系液氮機室,-城鄉所-,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,植物溫室,植物標本館,二號館,2號館1F,2號館2F,2號館3F,農化系食品工廠,化工光電晶體實驗室,生醫材料(陶瓷)實驗室,綠色化學實驗室,望樂樓,農化系實驗室,夜間部大樓,四號館,五號館,農綜館,植物工廠,共同教室,農產品中心,生工系實驗室,農化系土壤研究室,森林館,水工試驗所,水工試驗所馬達房,保健中心,林產館,航空測量館,管理學院教學館,原教堂(藝文中心),水工大樓,園藝系花卉館,資訊工程館,-機械臨時工廠-,電機二館,聯合研究中心,獸醫一館,獸醫三館,志鴻館,機械舊館,綜合教室,圖書資訊館,第一活動中心,農藝館,鄭江樓北棟化工系(不含大公),鄭江樓南棟生機系(不含公共),鄭江樓南棟空調,鄭江樓南棟公共(揚水、電梯),鄭江樓事務組,鄭江樓大公(雨廢水、消防),學新館,農機館,中非大樓,博理館,社會研究所停車場,社會研究所,國發所停車場,國家發展所大樓,新聞所停車場,新聞所大樓,漁業科學館,視聽教育館,語言大樓,霖澤館停車場,霖澤館,社科院大樓總錶,萬才館停車場,萬才館,水源溫室,機械工廠,澄思樓,輔具中心,育成大樓(水源),理化大樓(水源),卓越研究大樓,學生第二活動中心,管院二號館,戲劇廳（鹿嗚堂二樓）,鹿鳴堂一樓,食科館,園產加工廠,食科所食品研發大樓,大氣系A、B館
2026-01-14 13:00:00,,30.1,86.63,62.0,273.53,1.19,272.34,344.36,,63.56,326.81,629.47,6.0,30.44,131.97,208.19,79.35,120.87,4.47,0.0,94.62,32.38,,,,73.91,,0.03,4.04,5.09,22.37,62.35,1.36,1.83,0.0,3.0,5.35,129.43,10.53,21.97,89.98,9.93,,,,9.19,25.78,,44.85,17.63,29.17,1.94,43.61,7.26,1.78,13.88,34.12,10.22,0.05,11.37,13.82,5.81,31.87,2.42,23.94,29.03,384.88,0.0,520.63,30.16,75.37,41.0,,,0.0,40.16,106.69,57.76,280.29,,29.5,1.72,1.25,,183.19,58.37,2.06,207.19,0.72,21.7,1.92,,1.29,15.77,,55.12,147.54,2.05,34.2,361.75,,,,17.25,,0.0,108.37,,460.0,192.24,49.59,,,,20.32,24.31,37.75
2026-01-14 14:00:00,,15.03,85.75,65.38,284.05,0.94,283.11,356.8,,64.0,328.88,632.91,7.5,30.31,130.56,207.0,81.86,119.11,9.1,0.0,96.88,30.62,,,,75.9,,0.05,3.57,5.5,22.95,62.13,1.0,1.79,0.0,3.5,5.31,127.47,9.21,22.01,89.2,10.91,,,,8.66,29.01,,46.63,19.13,32.17,3.81,41.38,7.2,1.84,15.25,35.91,10.68,0.04,11.56,13.99,5.38,,,25.81,28.37,422.62,0.0,511.37,30.12,78.13,43.88,,,0.0,38.8,94.07,58.94,279.74,,28.81,1.59,1.19,,192.01,58.38,2.0,209.72,0.7,23.34,1.93,,1.28,15.46,,55.82,146.87,2.19,35.93,318.69,,,,17.27,,0.0,112.28,,438.1,206.12,57.66,,,,22.75,22.38,39.59
2026-01-14 15:00:00,,9.09,84.25,65.09,281.76,0.81,280.95,365.12,,59.75,330.87,632.31,7.25,33.44,132.07,204.37,79.9,120.53,4.84,0.0,98.94,30.31,,,,81.85,,0.03,3.56,5.16,24.15,61.38,1.13,1.97,0.0,3.5,5.47,126.83,8.7,22.1,89.54,9.25,,,,9.16,24.47,,46.96,18.63,29.89,3.44,43.26,7.73,1.84,16.34,36.56,10.04,0.05,12.26,14.9,5.07,,,25.87,28.32,424.59,0.0,510.87,30.09,72.87,42.37,,,0.0,39.36,99.54,58.12,286.04,,28.44,1.62,1.4,,194.12,58.99,2.07,207.0,0.7,23.31,1.92,,1.28,14.7,,54.12,145.53,2.37,35.1,400.0,,,,17.59,,0.0,112.6,,455.99,196.72,59.0,,,,22.87,25.12,41.1
2026-01-14 16:00:00,,9.5,84.18,63.84,278.57,2.75,275.82,363.23,,53.57,330.81,634.65,7.5,34.69,130.12,191.63,80.05,116.82,7.2,0.0,98.62,29.88,,,,75.83,,0.02,3.93,5.21,23.5,64.35,1.05,2.01,0.0,2.69,4.27,131.61,7.84,22.62,94.65,7.59,,,,7.83,26.08,,48.18,17.18,26.84,1.87,42.08,7.21,1.84,14.66,35.66,10.34,0.04,10.75,14.76,4.75,,,28.5,29.06,356.87,0.0,501.76,29.94,66.75,41.06,,,0.0,37.51,109.06,56.44,291.78,,28.56,1.65,1.57,0.96,194.01,57.75,2.06,197.0,0.71,22.44,1.92,9.32,1.29,14.84,,50.5,134.57,2.21,32.91,387.06,,,,17.4,,0.0,110.22,,461.11,163.23,52.06,,,,21.81,23.44,40.03
2026-01-14 17:00:00,,10.06,78.25,61.94,274.15,1.06,273.09,353.91,,49.12,326.47,618.02,5.81,33.0,127.25,174.62,80.34,118.63,10.1,0.0,93.88,28.0,,,,80.7,,0.06,4.43,4.32,24.0,67.03,1.18,1.67,0.0,2.62,4.01,125.1,6.59,23.44,88.86,6.47,,,,4.94,22.54,,47.7,15.4,26.26,2.0,39.47,6.69,1.73,17.07,33.87,10.06,0.05,8.25,15.58,4.68,32.7,2.68,23.19,28.0,407.7,0.0,481.68,29.88,66.32,37.07,,,0.0,29.32,102.1,53.75,269.97,,24.25,1.35,2.51,1.53,191.74,56.63,2.62,184.84,0.76,20.36,1.94,13.55,1.28,14.13,,49.13,49.21,2.98,25.62,401.44,,,,17.61,,0.0,94.09,,422.88,60.81,47.12,,,,21.38,24.13,39.43
2026-01-14 18:00:00,,10.0,76.94,51.85,269.74,0.69,269.05,344.84,,40.38,316.63,619.44,5.5,31.5,122.06,162.38,79.31,112.6,8.42,0.0,84.87,25.37,,,,74.63,,0.07,4.33,3.97,22.75,60.07,1.23,1.19,0.0,2.32,3.62,121.08,7.09,21.54,87.33,5.01,,,,2.81,18.82,,44.54,13.78,22.48,2.07,35.17,5.06,1.6,15.56,30.13,9.72,0.04,5.99,14.71,4.26,32.15,2.36,20.19,27.31,416.86,0.0,468.07,29.87,62.5,35.68,,,0.0,27.68,96.85,50.13,258.63,,25.13,1.33,2.26,1.43,187.07,56.13,2.69,173.19,0.83,17.87,1.97,13.55,1.29,12.53,,47.5,43.25,2.58,24.79,221.31,,,,17.35,,0.0,83.41,,435.89,42.38,39.71,,,,21.12,23.06,38.22
2026-01-14 19:00:00,,9.85,72.13,46.9,264.81,1.06,263.75,328.75,,39.31,306.31,608.9,5.06,30.19,120.69,156.25,74.65,113.29,8.56,0.0,81.63,24.44,,,,72.23,,0.07,3.82,2.99,21.31,57.06,1.22,1.28,0.0,1.87,3.35,116.57,6.85,20.63,84.07,4.52,,,,2.57,15.72,,44.14,13.88,19.29,2.06,35.64,4.63,1.59,15.44,28.62,9.63,0.05,5.32,14.29,4.24,31.69,1.76,17.94,27.31,397.13,0.0,459.18,29.69,61.31,34.25,,,0.0,27.48,87.33,48.59,254.93,,24.62,1.11,2.19,1.45,165.87,54.68,2.69,174.34,0.84,17.48,1.95,12.59,1.29,11.94,,46.31,43.16,2.17,26.46,208.0,,,,17.04,,0.0,71.84,,403.83,38.42,36.86,,,,20.94,26.75,36.07
2026-01-14 20:00:00,,9.93,71.5,47.44,257.88,1.19,256.69,326.75,,38.4,297.72,593.78,4.5,28.62,116.91,154.75,72.24,105.82,8.05,0.0,78.62,23.75,,,,67.29,,0.07,3.71,2.88,20.38,56.49,1.22,1.32,0.0,1.94,2.87,109.71,5.09,20.58,78.62,4.37,,,,2.44,15.96,,42.19,13.27,18.24,2.06,35.75,4.49,1.51,15.4,27.47,9.56,0.04,4.81,14.7,4.81,31.2,1.67,17.81,22.32,292.19,0.0,455.75,29.79,59.97,31.88,,,0.0,26.67,77.8,45.16,247.21,,24.94,1.09,2.26,1.49,159.2,54.51,2.62,171.44,0.86,16.82,1.98,12.45,1.28,11.94,,46.12,39.63,1.59,24.31,321.56,,,,17.29,,0.0,70.16,,404.0,38.28,33.28,,,,18.63,30.19,35.12
2026-01-14 21:00:00,,10.04,67.93,45.62,248.72,0.81,247.91,314.62,,37.07,289.59,587.92,4.82,28.56,114.87,155.81,71.9,104.57,8.26,0.0,76.19,23.25,,,,62.83,,0.07,3.44,2.79,20.41,58.21,1.24,1.33,0.0,1.94,3.09,107.86,4.13,20.26,78.24,3.85,,,,2.4,14.08,,40.28,12.14,17.59,1.94,36.0,4.57,1.53,15.25,26.28,9.62,0.05,4.06,14.62,5.38,29.67,1.72,16.5,22.62,283.66,0.0,451.69,29.68,60.47,25.44,,,0.0,26.31,70.94,45.11,243.48,,23.75,0.98,2.23,1.41,151.42,52.87,2.69,173.97,0.85,15.73,2.0,13.51,1.29,11.8,,38.07,28.02,2.06,20.91,230.38,,,,16.61,,0.0,68.03,,405.95,40.37,33.01,,,,19.0,21.62,33.21
2026-01-14 22:00:00,,9.81,66.82,47.22,242.67,0.75,241.92,301.73,,37.5,287.22,585.95,4.56,26.57,110.66,152.81,72.59,103.22,8.03,0.0,75.56,23.25,,,,59.88,,0.08,3.56,3.0,19.3,55.82,1.29,1.25,0.0,1.87,3.22,103.97,3.9,20.33,74.44,3.72,,,,2.32,13.73,,38.93,12.04,16.96,1.75,37.74,4.56,1.55,14.38,24.75,9.75,0.04,4.06,14.36,4.56,26.72,1.66,15.75,22.22,281.69,0.0,444.75,29.72,60.87,23.81,,,0.0,26.43,71.01,42.71,236.56,,22.94,0.94,2.23,1.41,146.57,50.87,2.69,167.72,0.84,14.46,2.0,11.97,1.29,11.67,,9.06,19.25,1.79,18.46,177.62,,,,15.89,,0.0,66.0,,385.36,37.98,30.77,,,,19.31,20.06,31.32
2026-01-14 23:00:00,,10.34,68.87,45.97,235.55,1.19,234.36,291.84,,36.27,283.78,587.96,4.56,25.37,108.12,151.88,68.7,103.46,9.56,0.0,74.81,22.81,,,,57.66,,0.08,3.49,2.81,18.7,55.87,1.46,1.31,0.0,2.0,2.84,102.86,3.95,20.26,73.46,3.82,,,,2.43,12.92,,38.94,11.14,14.99,1.75,36.98,4.56,1.47,12.62,24.5,9.93,0.05,4.44,15.57,4.07,26.75,1.39,16.44,22.0,273.77,0.0,443.62,29.75,59.06,23.0,,,0.0,27.02,47.33,42.42,235.32,,24.94,0.92,2.22,1.42,143.97,50.75,2.69,163.65,0.86,13.7,2.0,11.26,1.28,11.53,,9.19,18.97,1.92,18.11,148.75,,,,15.25,,0.0,64.53,,410.12,36.42,31.69,,,,19.19,19.94,30.87
2026-01-15 00:00:00,,11.22,68.69,44.53,233.75,3.5,230.25,287.99,,36.73,285.13,581.58,5.88,24.75,108.04,150.75,68.6,96.71,8.97,0.0,71.88,23.5,,,,56.41,,0.09,3.34,2.97,17.74,54.38,1.35,1.18,0.0,1.94,2.94,101.09,3.87,19.78,72.17,4.11,,,,2.32,11.72,,40.5,11.08,15.58,1.81,35.69,4.6,1.25,12.2,24.53,9.44,0.05,6.13,14.84,4.05,26.49,1.22,17.25,22.31,276.75,0.0,436.38,29.68,60.38,23.44,,,0.0,26.42,42.79,42.18,195.04,,13.43,0.73,2.27,1.48,139.71,51.5,2.75,161.53,0.84,13.65,2.0,11.39,1.28,12.17,,8.75,20.09,1.51,18.28,137.63,,,,14.61,,0.0,65.25,,400.33,39.51,34.08,,,,19.43,18.94,30.79
2026-01-15 01:00:00,,11.25,66.69,44.47,227.27,0.75,226.52,284.57,,35.81,287.53,575.12,5.62,25.13,104.37,147.18,70.26,96.46,9.3,0.0,70.81,23.25,,,,55.28,,0.1,1.91,2.84,17.69,55.64,1.41,1.22,0.0,1.94,2.98,100.19,3.75,19.82,71.32,3.73,,,,2.37,12.16,,38.66,10.99,14.71,2.19,35.26,4.66,1.21,14.67,24.94,9.32,0.04,4.38,13.48,4.26,24.17,1.29,17.5,22.69,274.9,0.0,436.0,29.73,59.65,22.62,,,0.0,26.83,43.03,41.16,192.08,,0.75,0.77,2.24,1.44,138.47,51.25,2.75,156.66,0.78,12.98,2.0,10.97,1.29,11.99,,11.5,19.5,1.52,18.6,142.0,,,,13.06,,0.0,64.65,,391.76,36.76,31.82,,,,19.44,19.06,31.78
2026-01-15 02:00:00,,10.84,65.12,43.44,225.94,0.75,225.19,280.85,,35.47,286.78,573.95,4.56,24.31,102.34,143.82,69.19,95.02,9.27,0.0,69.5,22.25,,,,54.89,,0.1,1.92,2.69,18.25,54.03,1.38,1.16,0.0,2.06,2.96,99.02,3.71,19.89,70.39,3.81,,,,2.32,12.25,,38.63,10.66,13.26,2.94,35.25,4.64,1.28,14.72,24.93,9.56,0.05,4.0,13.53,4.44,23.31,1.3,16.37,22.53,269.51,0.0,435.56,29.62,60.63,23.44,,,0.0,27.88,39.64,41.21,188.89,,0.75,0.78,2.22,1.46,138.92,50.62,2.75,155.59,0.72,12.3,2.02,11.18,1.29,12.46,,11.37,18.63,1.51,18.55,138.37,,,,12.77,,0.0,64.44,,410.24,35.62,30.83,,,,19.94,18.81,30.04
2026-01-15 03:00:00,,10.47,64.63,44.03,230.55,1.06,229.49,277.08,,36.5,283.0,562.74,4.19,24.0,102.85,142.75,67.66,93.22,9.31,0.0,68.69,21.38,,,,55.51,,0.01,1.89,2.62,17.19,55.17,1.35,1.26,0.0,2.31,3.06,98.94,3.81,19.34,70.54,3.57,,,,2.43,12.91,,37.7,11.1,14.0,2.87,35.77,4.64,1.13,14.38,24.44,9.5,0.05,4.25,16.07,4.18,22.54,1.31,16.75,21.78,265.81,0.0,431.01,29.53,63.12,23.44,,,0.0,24.62,39.47,41.02,193.81,,0.82,0.75,2.28,1.46,138.0,50.0,2.75,149.75,0.72,12.62,2.0,11.95,1.28,12.9,,11.38,19.22,1.61,17.11,139.88,,,,13.12,,0.0,65.47,,370.27,34.47,31.77,,,,19.56,18.94,30.55
2026-01-15 04:00:00,,10.28,65.0,43.19,224.61,1.19,223.42,277.6,,35.25,282.97,564.26,4.19,23.31,101.81,141.5,68.91,94.97,10.09,0.0,68.94,21.37,,,,55.13,,0.01,1.87,2.66,17.5,54.66,1.39,1.38,0.0,2.44,3.1,97.96,3.7,19.39,70.08,3.55,,,,2.38,12.2,,38.21,10.69,13.79,3.0,35.55,4.57,1.17,14.37,24.35,9.22,0.05,3.99,13.46,4.19,22.26,1.3,15.56,21.85,267.32,0.0,425.62,29.56,62.1,22.68,,,0.0,10.86,39.02,42.61,186.96,,0.75,0.73,2.23,1.46,135.37,50.69,2.81,144.85,0.72,12.57,2.0,11.96,1.29,12.56,,11.43,18.16,1.81,17.82,138.62,,,,13.05,,0.0,64.56,,404.45,34.46,30.87,,,,18.44,18.94,29.95
2026-01-15 05:00:00,,10.13,63.37,42.53,221.94,0.88,221.06,276.4,,35.12,286.4,567.76,4.12,23.88,100.34,141.81,68.86,92.89,11.34,0.0,68.87,21.38,,,,54.84,,0.0,1.86,2.53,17.56,55.09,1.29,1.05,0.0,2.94,2.87,98.57,3.62,19.5,70.31,3.63,,,,2.46,11.66,,37.2,11.11,13.44,3.94,34.95,4.65,1.15,14.76,24.56,9.34,0.04,3.94,12.92,4.13,21.26,1.29,15.63,21.93,262.43,0.0,421.44,29.72,60.25,23.07,,,0.0,10.82,41.28,42.19,187.69,,0.75,0.73,2.87,1.44,137.38,49.88,2.75,146.25,0.72,12.71,2.0,12.86,1.28,12.2,,11.44,19.16,1.52,20.54,127.5,,,,13.36,,0.0,65.85,,384.3,35.71,30.77,,,,19.87,20.19,29.78
2026-01-15 06:00:00,,10.34,63.81,43.87,223.51,0.75,222.76,275.91,,34.82,285.25,559.28,4.19,23.87,102.35,142.44,67.77,93.04,10.31,0.0,67.25,21.31,,,,55.21,,0.06,1.58,2.68,17.57,55.93,0.91,1.22,0.0,3.43,2.94,99.24,3.93,19.4,70.22,3.69,,,,2.26,12.1,,37.19,10.62,13.34,3.62,35.31,4.49,1.11,12.18,25.09,9.29,0.05,3.94,13.27,4.12,21.16,1.29,15.06,21.78,264.72,0.0,418.81,29.57,62.84,24.75,,,0.0,11.28,62.22,44.4,191.94,,12.12,0.74,2.87,1.47,130.78,48.5,2.31,147.81,0.72,11.8,2.0,8.59,1.28,11.93,,14.19,21.18,1.58,16.39,135.75,,,,13.14,,0.0,67.81,,400.08,38.72,30.84,,,,19.44,19.25,29.28
2026-01-15 07:00:00,,10.94,68.69,42.47,233.24,3.18,230.06,276.73,,36.27,290.38,567.0,3.94,23.63,101.31,146.62,67.25,93.19,7.15,0.0,67.06,22.13,,,,55.71,,0.04,1.25,2.44,17.75,55.54,1.07,1.17,0.0,3.38,2.88,102.18,5.45,18.98,71.09,4.28,,,,3.06,18.04,,37.63,12.26,17.07,2.13,36.21,8.55,1.09,10.53,24.88,8.93,0.05,4.44,13.0,4.06,20.88,1.04,18.81,21.91,275.69,0.0,418.99,29.72,62.6,35.0,,,0.0,10.96,82.69,45.12,239.79,,21.81,0.84,1.66,1.04,133.0,48.13,2.06,155.69,0.7,12.55,2.02,5.67,1.29,13.71,,58.31,45.57,2.61,16.95,190.69,,,,12.68,,0.0,69.94,,406.78,48.11,36.25,,,,19.06,18.93,30.4
2026-01-15 08:00:00,,10.31,74.94,42.69,238.72,1.19,237.53,290.71,,43.04,298.41,577.73,6.44,25.62,108.38,173.19,71.42,98.71,4.05,0.0,75.5,25.93,,,,57.65,,0.01,1.3,3.22,20.0,58.08,1.08,1.23,0.0,3.25,3.71,106.55,5.34,19.19,74.95,8.31,,,,9.52,20.49,,41.59,13.52,21.45,3.81,39.71,6.71,1.39,11.57,27.12,9.31,0.04,13.0,12.87,4.57,22.13,1.22,21.82,27.03,405.8,0.0,431.69,29.74,63.46,37.18,,,0.0,16.34,110.85,45.52,233.44,,25.57,1.17,1.21,,143.81,48.24,2.07,168.15,0.7,16.4,1.96,,1.28,14.97,,42.44,130.9,2.01,26.08,360.5,,,,13.12,,0.0,79.03,,420.13,53.55,42.45,,,,18.32,19.25,33.44
2026-01-15 09:00:00,,10.72,80.69,46.38,250.21,1.13,249.08,308.5,,48.56,318.34,599.28,8.12,26.56,113.15,183.44,75.11,109.16,6.89,0.0,84.38,28.07,,,,59.64,,0.03,1.25,4.38,21.0,58.12,1.09,1.96,0.0,3.25,4.0,110.07,7.99,19.87,74.78,11.06,,,,8.85,21.19,,45.04,15.89,28.85,3.5,41.72,6.87,1.5,13.96,28.94,9.63,0.05,13.12,13.67,4.87,24.0,2.24,24.75,27.66,394.83,0.0,442.88,29.91,70.38,43.69,,,0.0,20.31,116.42,51.27,249.21,,23.06,1.52,1.16,,159.56,50.38,2.06,185.69,0.71,20.37,1.97,,1.29,18.3,,50.25,74.34,2.72,29.03,372.0,,,,14.78,,0.0,107.31,,458.58,93.69,49.36,,,,19.12,22.63,36.5
2026-01-15 10:00:00,,32.88,84.93,46.71,264.46,1.25,263.21,326.77,,50.75,327.66,631.1,8.69,31.38,119.47,190.93,79.34,112.38,9.4,0.0,91.19,30.68,,,,68.49,,0.04,1.62,4.85,22.68,58.86,1.46,1.98,0.0,3.56,5.35,119.12,8.91,21.32,81.89,10.91,,,,10.22,29.43,,47.51,16.9,29.22,3.5,41.89,7.73,1.83,12.38,29.25,10.18,0.04,13.07,13.38,5.06,27.0,2.28,25.18,28.44,405.77,0.0,465.44,30.12,70.41,44.94,,,0.0,21.14,119.46,53.46,246.93,,29.37,1.31,1.22,,167.96,52.5,2.0,202.53,0.65,20.31,1.96,,1.28,16.2,,49.69,156.5,1.81,30.79,347.44,,,,15.54,,0.0,114.75,,465.48,126.13,53.24,,,,23.44,28.62,35.83
2026-01-15 11:00:00,,31.47,86.75,48.75,267.64,1.0,266.64,342.32,,55.97,335.5,651.33,8.75,31.06,119.28,193.07,81.18,117.26,7.67,0.0,92.93,31.82,,,,67.55,,0.03,1.95,5.06,23.05,60.09,1.14,2.01,0.0,3.06,4.72,128.09,9.82,21.82,89.35,11.38,,,,9.06,24.61,,47.59,17.64,27.33,3.5,41.6,7.23,2.0,14.28,38.19,10.98,0.05,12.62,14.28,4.75,28.16,2.34,26.32,27.62,391.07,0.0,480.18,30.25,73.59,43.87,,,0.0,21.17,120.64,60.21,251.73,,27.44,1.67,1.3,,169.42,55.13,2.06,209.03,0.66,21.08,1.95,,1.28,15.18,,50.81,150.0,1.86,30.01,336.06,,,,16.51,,0.0,112.84,,442.62,162.49,52.81,,,,21.56,27.82,37.55
2026-01-15 12:00:00,,9.93,89.19,48.63,271.04,0.75,270.29,345.41,,57.15,334.18,653.81,7.25,31.31,120.75,197.56,81.53,120.97,4.94,0.0,94.13,30.87,,,,69.35,,0.02,2.32,4.15,22.88,68.4,1.14,1.99,0.0,3.0,3.65,133.35,11.24,22.04,93.38,11.21,,,,8.53,22.82,,46.91,18.09,26.6,1.81,41.68,7.95,1.91,15.44,34.78,10.9,0.04,11.5,14.37,4.88,,,26.37,30.25,328.13,0.0,480.94,30.31,79.87,45.5,,,0.0,19.4,133.36,62.99,262.3,,33.94,2.07,1.25,,178.95,55.25,2.0,212.0,0.66,20.09,1.95,,1.28,14.29,,49.81,148.2,1.91,33.41,369.75,,,,16.17,,0.0,106.63,,465.84,198.45,49.99,,,,20.0,29.18,36.86
2026-01-15 13:00:00,,10.16,86.38,48.81,268.33,0.87,267.46,352.75,,57.63,332.94,653.12,6.87,30.75,122.56,210.12,85.42,123.43,3.73,0.0,99.56,31.88,,,,72.6,,0.03,2.25,5.25,22.62,65.81,1.09,2.21,0.0,3.07,4.66,131.66,10.38,21.73,91.69,10.23,,,,9.06,26.12,,48.03,17.53,31.66,2.13,44.85,7.46,1.95,15.0,38.12,11.44,0.05,11.19,14.78,5.19,,,26.69,29.19,337.8,0.0,491.31,30.22,77.69,45.63,,,0.0,20.45,117.33,63.8,273.86,,33.44,1.37,1.22,,191.6,55.81,2.06,210.32,0.65,21.36,1.96,,1.28,15.71,,54.94,152.96,2.36,34.42,319.69,,,,16.35,,0.0,106.37,,409.51,196.36,50.4,,,,20.69,28.44,36.83
2026-01-15 14:00:00,,9.66,92.37,51.97,280.31,3.44,276.87,361.5,,59.75,337.41,666.21,7.38,29.82,130.69,198.75,86.33,124.13,10.27,0.0,107.38,32.12,,,,76.07,,0.04,2.34,4.84,23.75,61.28,1.07,1.93,0.0,3.62,5.09,133.8,10.22,21.96,92.67,10.37,,,,8.35,22.29,,49.05,18.27,28.19,3.81,46.9,9.44,1.94,13.81,41.45,11.5,0.04,11.5,17.28,5.12,,,27.25,29.03,420.36,0.0,509.7,30.38,80.88,47.75,,,0.0,23.51,99.9,60.58,273.32,,30.93,1.64,1.16,,197.61,59.93,2.07,212.34,0.66,22.53,1.95,,1.29,18.52,,54.44,154.31,1.49,35.76,383.31,,,,17.89,,0.0,107.54,,430.16,203.32,50.7,,,,20.44,31.13,36.61
2026-01-15 15:00:00,,9.5,90.94,50.84,274.88,1.06,273.82,360.22,,60.87,340.72,670.46,7.75,30.12,134.5,204.5,86.26,132.71,13.38,0.0,108.18,33.38,,,,76.77,,0.04,2.26,4.69,24.65,62.1,1.06,2.09,0.0,3.5,4.6,137.08,10.28,22.47,96.01,9.9,,,,8.93,22.45,,48.88,21.04,28.92,3.44,47.83,8.56,1.95,14.47,42.49,11.97,0.05,11.75,17.06,5.31,,,25.94,30.06,426.04,0.0,517.68,30.25,79.25,45.12,,,0.0,21.17,106.8,65.08,274.8,,31.44,1.35,1.23,,201.88,62.57,2.06,206.59,0.69,22.17,1.95,,1.28,16.99,,54.43,144.39,2.89,35.45,357.06,,,,20.4,,0.0,108.46,,436.77,197.09,50.68,,,,20.31,32.62,39.64
2026-01-15 16:00:00,,9.53,87.94,51.41,280.73,0.75,279.98,360.89,,57.63,335.84,656.21,7.5,30.69,128.94,202.94,83.47,125.82,12.3,0.0,102.0,34.0,,,,74.26,,0.04,2.26,4.97,24.0,64.99,1.09,2.12,0.0,2.75,3.24,136.47,10.06,22.25,94.86,8.69,,,,7.66,29.42,,47.91,18.72,28.77,1.94,44.32,9.43,2.0,15.41,36.44,9.22,0.05,11.19,17.41,6.63,,,25.18,30.91,421.02,0.0,510.87,30.03,76.31,41.94,,,0.0,19.18,112.78,60.98,287.16,,30.5,1.42,1.8,1.19,198.17,60.06,2.12,195.54,0.7,22.38,1.97,9.03,1.29,17.03,,54.19,141.9,1.96,35.82,365.81,,,,19.2,,0.0,107.1,,429.68,165.24,47.65,,,,20.81,30.63,36.46
2026-01-15 17:00:00,,10.5,82.25,49.28,270.67,0.81,269.86,346.36,,46.78,329.59,633.43,5.5,29.94,122.12,193.0,81.12,118.59,10.18,0.0,98.88,30.62,,,,74.27,,0.07,3.0,3.78,22.82,62.43,1.27,1.94,0.0,2.5,3.26,130.59,7.29,21.49,94.32,7.1,,,,5.09,21.36,,46.02,16.48,28.38,2.12,39.59,6.74,1.75,15.27,35.31,7.62,0.04,7.74,17.04,6.5,,,21.13,28.69,415.61,0.0,499.63,29.69,72.94,37.5,,,0.0,13.62,105.77,58.15,260.74,,27.75,1.47,2.49,1.46,185.13,59.69,2.69,181.75,0.73,21.19,2.02,14.81,1.28,15.11,,52.31,62.12,2.5,30.63,424.19,,,,18.79,,0.0,102.0,,414.39,117.24,44.1,,,,19.94,29.0,32.31
2026-01-15 18:00:00,,11.28,78.31,47.06,265.49,1.19,264.3,334.24,,38.51,314.32,616.54,4.75,29.18,116.94,178.69,78.97,106.22,8.38,0.0,88.81,28.06,,,,67.26,,0.08,4.18,3.15,22.56,60.08,1.54,1.21,0.0,2.31,2.78,123.42,6.03,21.36,90.57,5.71,,,,4.44,19.44,,43.59,15.07,18.59,2.06,36.36,5.2,1.7,14.38,30.03,6.81,0.05,5.57,16.04,5.87,,,19.31,27.75,407.08,0.0,483.32,29.75,67.78,35.06,,,0.0,12.55,91.73,55.35,253.91,,25.19,1.19,2.13,1.39,166.51,58.56,2.69,175.43,0.79,18.37,1.98,14.42,1.29,12.68,,51.25,29.91,2.63,27.71,276.0,,,,18.14,,0.0,85.15,,399.72,101.16,36.86,,,,20.19,32.31,30.75
2026-01-15 19:00:00,,11.25,72.5,47.47,258.22,1.06,257.16,326.93,,38.74,309.15,609.27,4.75,27.19,113.81,173.94,75.3,103.23,8.46,0.0,79.88,25.07,,,,66.59,,0.07,3.19,3.42,21.74,59.26,1.25,1.33,0.0,1.94,2.78,120.26,6.03,20.61,88.46,4.97,,,,3.57,12.63,,41.76,14.92,17.68,2.07,36.8,4.56,1.47,14.22,29.32,6.85,0.04,5.25,15.53,5.94,,,17.69,27.93,393.26,0.0,472.12,29.56,68.37,33.57,,,0.0,11.23,78.79,53.72,250.43,,26.87,1.17,2.37,1.36,154.02,56.0,2.69,171.5,0.84,15.87,2.0,14.09,1.28,12.83,,48.75,27.68,2.36,26.36,346.5,,,,17.39,,0.0,74.44,,401.14,98.96,37.04,,,,21.0,27.5,30.0
